hyperlipidemia.high_ldl.before_dct,15,7,14,8,0.466667,0.333333,0.388889
medication.nitrate.before_dct,10,0,0,10,0.000000,-1.000000,0.000000
medication.nitrate.during_dct,12,0,0,12,0.000000,-1.000000,0.000000
medication.metformin.before_dct,13,0,0,13,0.000000,-1.000000,0.000000
medication.diuretic.before_dct,10,0,0,10,0.000000,-1.000000,0.000000
medication.beta_blocker.after_dct,9,0,0,9,0.000000,-1.000000,0.000000
diabetes.a1c.during_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.statin.before_dct,9,0,0,9,0.000000,-1.000000,0.000000
diabetes.glucose.during_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.ace_inhibitor.before_dct,12,0,0,12,0.000000,-1.000000,0.000000
hyperlipidemia.high_chol..before_dct,6,0,0,6,0.000000,-1.000000,0.000000
smoker.ever,3,0,0,3,0.000000,-1.000000,0.000000
medication.statin.after_dct,11,0,0,11,0.000000,-1.000000,0.000000
medication.insulin.after_dct,5,0,0,5,0.000000,-1.000000,0.000000
medication.ace_inhibitor.after_dct,6,0,0,6,0.000000,-1.000000,0.000000
medication.thienopyridine.before_dct,8,0,0,8,0.000000,-1.000000,0.000000
obese.bmi.during_dct,9,4,2,5,0.444444,0.666667,0.533333
medication.aspirin.during_dct,15,0,0,15,0.000000,-1.000000,0.000000
medication.beta_blocker.during_dct,12,0,0,12,0.000000,-1.000000,0.000000
medication.aspirin.before_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.beta_blocker.before_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.insulin.during_dct,4,0,0,4,0.000000,-1.000000,0.000000
cad.mention.during_dct,5,0,0,5,0.000000,-1.000000,0.000000
medication.metformin.after_dct,7,0,0,7,0.000000,-1.000000,0.000000
medication.calcium_channel_blocker.before_dct,6,0,0,6,0.000000,-1.000000,0.000000
medication.aspirin.after_dct,5,0,0,5,0.000000,-1.000000,0.000000
diabetes.mention.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.ezetimibe.continuing,11,5,0,6,0.454545,1.000000,0.625000
hyperlipidemia.high_ldl.during_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.diuretic.after_dct,3,0,0,3,0.000000,-1.000000,0.000000
medication.nitrate.after_dct,4,0,0,4,0.000000,-1.000000,0.000000
medication.sulfonylureas.before_dct,4,0,0,4,0.000000,-1.000000,0.000000
medication.insulin.before_dct,5,0,0,5,0.000000,-1.000000,0.000000
cad.event.after_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.arb.before_dct,5,0,0,5,0.000000,-1.000000,0.000000
cad.symptom.continuing,3,0,0,3,0.000000,-1.000000,0.000000
obese.mention.during_dct,8,0,0,8,0.000000,-1.000000,0.000000
medication.calcium_channel_blocker.after_dct,6,0,0,6,0.000000,-1.000000,0.000000
medication.ace_inhibitor.during_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.niacin.continuing,7,0,0,7,0.000000,-1.000000,0.000000
medication.thiazolidinedione.before_dct,3,0,0,3,0.000000,-1.000000,0.000000
hypertension.mention.during_dct,3,0,0,3,0.000000,-1.000000,0.000000
medication.thienopyridine.after_dct,4,0,0,4,0.000000,-1.000000,0.000000
hyperlipidemia.high_chol..during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.arb.after_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.fibrate.after_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.statin.during_dct,1,0,0,1,0.000000,-1.000000,0.000000
hypertension.mention.before_dct,1,0,0,1,0.000000,-1.000000,0.000000
medication.calcium_channel_blocker.during_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.ezetimibe.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.niacin.before_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.niacin.after_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.thienopyridine.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.fibrate.before_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.metformin.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.arb.during_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.sulfonylureas.after_dct,2,0,0,2,0.000000,-1.000000,0.000000
medication.diuretic.during_dct,1,0,0,1,0.000000,-1.000000,0.000000
cad.mention.before_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.dpp4_inhibitors.continuing,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.dpp4_inhibitors.before_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
cad.mention.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
obese.bmi.continuing,1,0,0,1,0.000000,-1.000000,0.000000
obese.bmi.before_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.thiazolidinedione.during_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.anti_diabetes.continuing,0,0,0,0,-1.000000,-1.000000,-1.000000
diabetes.mention.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
medication.thiazolidinedione.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
hypertension.mention.after_dct,0,0,0,0,-1.000000,-1.000000,-1.000000
